MLP,Constant,Adadelta,sigmoid,150
MLP,Constant,Adadelta,sigmoid,200
MLP,Constant,Adadelta,softmax,100
MLP,Constant,Adadelta,softmax,150
MLP,Constant,Adadelta,softmax,200
MLP,Constant,Adam,tanh,100
MLP,Constant,Adam,tanh,150
MLP,Constant,Adam,tanh,200
MLP,Constant,Adam,relu,100
MLP,Constant,Adam,relu,150
MLP,Constant,Adam,relu,200
MLP,Constant,Adam,sigmoid,100
MLP,Constant,Adam,sigmoid,150
MLP,Constant,Adam,sigmoid,200
MLP,Constant,Adam,softmax,100
MLP,Constant,Adam,softmax,150
MLP,Constant,Adam,softmax,200
MLP,Constant,Adamax,tanh,100
MLP,Constant,Adamax,tanh,150
MLP,Constant,Adamax,tanh,200
MLP,Constant,Adamax,relu,100
MLP,Constant,Adamax,relu,150
MLP,Constant,Adamax,relu,200
MLP,Constant,Adamax,sigmoid,100
MLP,Constant,Adamax,sigmoid,150
MLP,Constant,Adamax,sigmoid,200
MLP,Constant,Adamax,softmax,100
MLP,Constant,Adamax,softmax,150
MLP,Constant,Adamax,softmax,200
ConvNet,None,SGD,tanh,100
ConvNet,None,SGD,tanh,150
ConvNet,None,SGD,tanh,200
ConvNet,None,SGD,relu,100
ConvNet,None,SGD,relu,150
ConvNet,None,SGD,relu,200
ConvNet,None,SGD,sigmoid,100
ConvNet,None,SGD,sigmoid,150
ConvNet,None,SGD,sigmoid,200
ConvNet,None,SGD,softmax,100
ConvNet,None,SGD,softmax,150
ConvNet,None,SGD,softmax,200
ConvNet,None,Adagrad,tanh,100
ConvNet,None,Adagrad,tanh,150
ConvNet,None,Adagrad,tanh,200
ConvNet,None,Adagrad,relu,100
ConvNet,None,Adagrad,relu,150
ConvNet,None,Adagrad,relu,200
ConvNet,None,Adagrad,sigmoid,100
ConvNet,None,Adagrad,sigmoid,150
ConvNet,None,Adagrad,sigmoid,200
ConvNet,None,Adagrad,softmax,100
ConvNet,None,Adagrad,softmax,150
ConvNet,None,Adagrad,softmax,200
ConvNet,None,Adadelta,tanh,100
ConvNet,None,Adadelta,tanh,150
ConvNet,None,Adadelta,tanh,200
ConvNet,None,Adadelta,relu,100
ConvNet,None,Adadelta,relu,150
ConvNet,None,Adadelta,relu,200
ConvNet,None,Adadelta,sigmoid,100
ConvNet,None,Adadelta,sigmoid,150
ConvNet,None,Adadelta,sigmoid,200
ConvNet,None,Adadelta,softmax,100
ConvNet,None,Adadelta,softmax,150
ConvNet,None,Adadelta,softmax,200
ConvNet,None,Adam,tanh,100
ConvNet,None,Adam,tanh,150
ConvNet,None,Adam,tanh,200
ConvNet,None,Adam,relu,100
ConvNet,None,Adam,relu,150
ConvNet,None,Adam,relu,200
ConvNet,None,Adam,sigmoid,100
ConvNet,None,Adam,sigmoid,150
ConvNet,None,Adam,sigmoid,200
ConvNet,None,Adam,softmax,100
ConvNet,None,Adam,softmax,150
ConvNet,None,Adam,softmax,200
ConvNet,None,Adamax,tanh,100
ConvNet,None,Adamax,tanh,150
ConvNet,None,Adamax,tanh,200
ConvNet,None,Adamax,relu,100
ConvNet,None,Adamax,relu,150
ConvNet,None,Adamax,relu,200
ConvNet,None,Adamax,sigmoid,100
ConvNet,None,Adamax,sigmoid,150
ConvNet,None,Adamax,sigmoid,200
ConvNet,None,Adamax,softmax,100
ConvNet,None,Adamax,softmax,150
ConvNet,None,Adamax,softmax,200
ConvNet,Descending,SGD,tanh,100
ConvNet,Descending,SGD,tanh,150
ConvNet,Descending,SGD,tanh,200
ConvNet,Descending,SGD,relu,100
ConvNet,Descending,SGD,relu,150
ConvNet,Descending,SGD,relu,200
ConvNet,Descending,SGD,sigmoid,100
ConvNet,Descending,SGD,sigmoid,150
ConvNet,Descending,SGD,sigmoid,200
ConvNet,Descending,SGD,softmax,100
ConvNet,Descending,SGD,softmax,150
ConvNet,Descending,SGD,softmax,200
ConvNet,Descending,Adagrad,tanh,100
ConvNet,Descending,Adagrad,tanh,150
ConvNet,Descending,Adagrad,tanh,200
ConvNet,Descending,Adagrad,relu,100
ConvNet,Descending,Adagrad,relu,150
ConvNet,Descending,Adagrad,relu,200
ConvNet,Descending,Adagrad,sigmoid,100
ConvNet,Descending,Adagrad,sigmoid,150
ConvNet,Descending,Adagrad,sigmoid,200
ConvNet,Descending,Adagrad,softmax,100
ConvNet,Descending,Adagrad,softmax,150
ConvNet,Descending,Adagrad,softmax,200
ConvNet,Descending,Adadelta,tanh,100
ConvNet,Descending,Adadelta,tanh,150
ConvNet,Descending,Adadelta,tanh,200
ConvNet,Descending,Adadelta,relu,100
ConvNet,Descending,Adadelta,relu,150
ConvNet,Descending,Adadelta,relu,200
ConvNet,Descending,Adadelta,sigmoid,100
ConvNet,Descending,Adadelta,sigmoid,150
ConvNet,Descending,Adadelta,sigmoid,200
ConvNet,Descending,Adadelta,softmax,100
ConvNet,Descending,Adadelta,softmax,150
ConvNet,Descending,Adadelta,softmax,200
ConvNet,Descending,Adam,tanh,100
ConvNet,Descending,Adam,tanh,150
ConvNet,Descending,Adam,tanh,200
ConvNet,Descending,Adam,relu,100
ConvNet,Descending,Adam,relu,150
ConvNet,Descending,Adam,relu,200
ConvNet,Descending,Adam,sigmoid,100
ConvNet,Descending,Adam,sigmoid,150
ConvNet,Descending,Adam,sigmoid,200
ConvNet,Descending,Adam,softmax,100
ConvNet,Descending,Adam,softmax,150
ConvNet,Descending,Adam,softmax,200
ConvNet,Descending,Adamax,tanh,100
ConvNet,Descending,Adamax,tanh,150
ConvNet,Descending,Adamax,tanh,200
ConvNet,Descending,Adamax,relu,100
ConvNet,Descending,Adamax,relu,150
ConvNet,Descending,Adamax,relu,200
ConvNet,Descending,Adamax,sigmoid,100
ConvNet,Descending,Adamax,sigmoid,150
ConvNet,Descending,Adamax,sigmoid,200
ConvNet,Descending,Adamax,softmax,100
ConvNet,Descending,Adamax,softmax,150
ConvNet,Descending,Adamax,softmax,200
ConvNet,Constant,SGD,tanh,100
ConvNet,Constant,SGD,tanh,150
ConvNet,Constant,SGD,tanh,200
ConvNet,Constant,SGD,relu,100
ConvNet,Constant,SGD,relu,150
ConvNet,Constant,SGD,relu,200
ConvNet,Constant,SGD,sigmoid,100
ConvNet,Constant,SGD,sigmoid,150
ConvNet,Constant,SGD,sigmoid,200
ConvNet,Constant,SGD,softmax,100
ConvNet,Constant,SGD,softmax,150
ConvNet,Constant,SGD,softmax,200
ConvNet,Constant,Adagrad,tanh,100
ConvNet,Constant,Adagrad,tanh,150
ConvNet,Constant,Adagrad,tanh,200
ConvNet,Constant,Adagrad,relu,100
ConvNet,Constant,Adagrad,relu,150
ConvNet,Constant,Adagrad,relu,200
ConvNet,Constant,Adagrad,sigmoid,100
ConvNet,Constant,Adagrad,sigmoid,150
ConvNet,Constant,Adagrad,sigmoid,200
ConvNet,Constant,Adagrad,softmax,100
ConvNet,Constant,Adagrad,softmax,150
ConvNet,Constant,Adagrad,softmax,200
ConvNet,Constant,Adadelta,tanh,100
ConvNet,Constant,Adadelta,tanh,150
ConvNet,Constant,Adadelta,tanh,200
ConvNet,Constant,Adadelta,relu,100
ConvNet,Constant,Adadelta,relu,150
ConvNet,Constant,Adadelta,relu,200
ConvNet,Constant,Adadelta,sigmoid,100
ConvNet,Constant,Adadelta,sigmoid,150
ConvNet,Constant,Adadelta,sigmoid,200
ConvNet,Constant,Adadelta,softmax,100
ConvNet,Constant,Adadelta,softmax,150
ConvNet,Constant,Adadelta,softmax,200
ConvNet,Constant,Adam,tanh,100
ConvNet,Constant,Adam,tanh,150
ConvNet,Constant,Adam,tanh,200
ConvNet,Constant,Adam,relu,100
ConvNet,Constant,Adam,relu,150
ConvNet,Constant,Adam,relu,200
ConvNet,Constant,Adam,sigmoid,100
ConvNet,Constant,Adam,sigmoid,150
ConvNet,Constant,Adam,sigmoid,200
ConvNet,Constant,Adam,softmax,100
ConvNet,Constant,Adam,softmax,150
ConvNet,Constant,Adam,softmax,200
ConvNet,Constant,Adamax,tanh,100
ConvNet,Constant,Adamax,tanh,150
ConvNet,Constant,Adamax,tanh,200
ConvNet,Constant,Adamax,relu,100
ConvNet,Constant,Adamax,relu,150
ConvNet,Constant,Adamax,relu,200
ConvNet,Constant,Adamax,sigmoid,100
ConvNet,Constant,Adamax,sigmoid,150
ConvNet,Constant,Adamax,sigmoid,200
ConvNet,Constant,Adamax,softmax,100
ConvNet,Constant,Adamax,softmax,150
ConvNet,Constant,Adamax,softmax,200
ResNet,None,SGD,tanh,100
ResNet,None,SGD,tanh,150
ResNet,None,SGD,tanh,200
ResNet,None,SGD,relu,100
ResNet,None,SGD,relu,150
ResNet,None,SGD,relu,200
ResNet,None,SGD,sigmoid,100
ResNet,None,SGD,sigmoid,150
ResNet,None,SGD,sigmoid,200
ResNet,None,SGD,softmax,100
ResNet,None,SGD,softmax,150
ResNet,None,SGD,softmax,200
ResNet,None,Adagrad,tanh,100
ResNet,None,Adagrad,tanh,150
ResNet,None,Adagrad,tanh,200
ResNet,None,Adagrad,relu,100
ResNet,None,Adagrad,relu,150
ResNet,None,Adagrad,relu,200
ResNet,None,Adagrad,sigmoid,100
ResNet,None,Adagrad,sigmoid,150
ResNet,None,Adagrad,sigmoid,200
ResNet,None,Adagrad,softmax,100
ResNet,None,Adagrad,softmax,150
ResNet,None,Adagrad,softmax,200
ResNet,None,Adadelta,tanh,100
ResNet,None,Adadelta,tanh,150
ResNet,None,Adadelta,tanh,200
ResNet,None,Adadelta,relu,100
ResNet,None,Adadelta,relu,150
ResNet,None,Adadelta,relu,200
ResNet,None,Adadelta,sigmoid,100
ResNet,None,Adadelta,sigmoid,150
ResNet,None,Adadelta,sigmoid,200
ResNet,None,Adadelta,softmax,100
ResNet,None,Adadelta,softmax,150
ResNet,None,Adadelta,softmax,200
ResNet,None,Adam,tanh,100
ResNet,None,Adam,tanh,150
ResNet,None,Adam,tanh,200
ResNet,None,Adam,relu,100
ResNet,None,Adam,relu,150
ResNet,None,Adam,relu,200
ResNet,None,Adam,sigmoid,100
ResNet,None,Adam,sigmoid,150
ResNet,None,Adam,sigmoid,200
ResNet,None,Adam,softmax,100
ResNet,None,Adam,softmax,150
ResNet,None,Adam,softmax,200
ResNet,None,Adamax,tanh,100
ResNet,None,Adamax,tanh,150
ResNet,None,Adamax,tanh,200
ResNet,None,Adamax,relu,100
ResNet,None,Adamax,relu,150
ResNet,None,Adamax,relu,200
ResNet,None,Adamax,sigmoid,100
ResNet,None,Adamax,sigmoid,150
ResNet,None,Adamax,sigmoid,200
ResNet,None,Adamax,softmax,100
ResNet,None,Adamax,softmax,150
ResNet,None,Adamax,softmax,200
ResNet,Descending,SGD,tanh,100
ResNet,Descending,SGD,tanh,150
ResNet,Descending,SGD,tanh,200
ResNet,Descending,SGD,relu,100
ResNet,Descending,SGD,relu,150
ResNet,Descending,SGD,relu,200
ResNet,Descending,SGD,sigmoid,100
ResNet,Descending,SGD,sigmoid,150
ResNet,Descending,SGD,sigmoid,200
ResNet,Descending,SGD,softmax,100
ResNet,Descending,SGD,softmax,150
ResNet,Descending,SGD,softmax,200
ResNet,Descending,Adagrad,tanh,100
ResNet,Descending,Adagrad,tanh,150
ResNet,Descending,Adagrad,tanh,200
ResNet,Descending,Adagrad,relu,100
ResNet,Descending,Adagrad,relu,150
ResNet,Descending,Adagrad,relu,200
ResNet,Descending,Adagrad,sigmoid,100
ResNet,Descending,Adagrad,sigmoid,150
ResNet,Descending,Adagrad,sigmoid,200
ResNet,Descending,Adagrad,softmax,100
ResNet,Descending,Adagrad,softmax,150
ResNet,Descending,Adagrad,softmax,200
ResNet,Descending,Adadelta,tanh,100
ResNet,Descending,Adadelta,tanh,150
ResNet,Descending,Adadelta,tanh,200
ResNet,Descending,Adadelta,relu,100
ResNet,Descending,Adadelta,relu,150
ResNet,Descending,Adadelta,relu,200
ResNet,Descending,Adadelta,sigmoid,100
ResNet,Descending,Adadelta,sigmoid,150
ResNet,Descending,Adadelta,sigmoid,200
ResNet,Descending,Adadelta,softmax,100
ResNet,Descending,Adadelta,softmax,150
ResNet,Descending,Adadelta,softmax,200
ResNet,Descending,Adam,tanh,100
ResNet,Descending,Adam,tanh,150
ResNet,Descending,Adam,tanh,200
ResNet,Descending,Adam,relu,100
ResNet,Descending,Adam,relu,150
ResNet,Descending,Adam,relu,200
ResNet,Descending,Adam,sigmoid,100
ResNet,Descending,Adam,sigmoid,150
ResNet,Descending,Adam,sigmoid,200
ResNet,Descending,Adam,softmax,100
ResNet,Descending,Adam,softmax,150
ResNet,Descending,Adam,softmax,200
ResNet,Descending,Adamax,tanh,100
ResNet,Descending,Adamax,tanh,150
ResNet,Descending,Adamax,tanh,200
ResNet,Descending,Adamax,relu,100
ResNet,Descending,Adamax,relu,150
ResNet,Descending,Adamax,relu,200
ResNet,Descending,Adamax,sigmoid,100
ResNet,Descending,Adamax,sigmoid,150
ResNet,Descending,Adamax,sigmoid,200
ResNet,Descending,Adamax,softmax,100
ResNet,Descending,Adamax,softmax,150
ResNet,Descending,Adamax,softmax,200
ResNet,Constant,SGD,tanh,100
ResNet,Constant,SGD,tanh,150
ResNet,Constant,SGD,tanh,200
ResNet,Constant,SGD,relu,100
ResNet,Constant,SGD,relu,150
ResNet,Constant,SGD,relu,200
ResNet,Constant,SGD,sigmoid,100
ResNet,Constant,SGD,sigmoid,150
ResNet,Constant,SGD,sigmoid,200
ResNet,Constant,SGD,softmax,100
ResNet,Constant,SGD,softmax,150
ResNet,Constant,SGD,softmax,200
ResNet,Constant,Adagrad,tanh,100
ResNet,Constant,Adagrad,tanh,150
ResNet,Constant,Adagrad,tanh,200
ResNet,Constant,Adagrad,relu,100
ResNet,Constant,Adagrad,relu,150
ResNet,Constant,Adagrad,relu,200
ResNet,Constant,Adagrad,sigmoid,100
ResNet,Constant,Adagrad,sigmoid,150
ResNet,Constant,Adagrad,sigmoid,200
ResNet,Constant,Adagrad,softmax,100
ResNet,Constant,Adagrad,softmax,150
ResNet,Constant,Adagrad,softmax,200
ResNet,Constant,Adadelta,tanh,100
ResNet,Constant,Adadelta,tanh,150
ResNet,Constant,Adadelta,tanh,200
ResNet,Constant,Adadelta,relu,100
ResNet,Constant,Adadelta,relu,150
ResNet,Constant,Adadelta,relu,200
ResNet,Constant,Adadelta,sigmoid,100
ResNet,Constant,Adadelta,sigmoid,150
ResNet,Constant,Adadelta,sigmoid,200
ResNet,Constant,Adadelta,softmax,100
ResNet,Constant,Adadelta,softmax,150
ResNet,Constant,Adadelta,softmax,200
ResNet,Constant,Adam,tanh,100
ResNet,Constant,Adam,tanh,150
ResNet,Constant,Adam,tanh,200
ResNet,Constant,Adam,relu,100
ResNet,Constant,Adam,relu,150
ResNet,Constant,Adam,relu,200
ResNet,Constant,Adam,sigmoid,100
ResNet,Constant,Adam,sigmoid,150
ResNet,Constant,Adam,sigmoid,200
ResNet,Constant,Adam,softmax,100
ResNet,Constant,Adam,softmax,150
ResNet,Constant,Adam,softmax,200
ResNet,Constant,Adamax,tanh,100
ResNet,Constant,Adamax,tanh,150
ResNet,Constant,Adamax,tanh,200
ResNet,Constant,Adamax,relu,100
ResNet,Constant,Adamax,relu,150
ResNet,Constant,Adamax,relu,200
ResNet,Constant,Adamax,sigmoid,100
ResNet,Constant,Adamax,sigmoid,150
ResNet,Constant,Adamax,sigmoid,200
ResNet,Constant,Adamax,softmax,100
ResNet,Constant,Adamax,softmax,150
ResNet,Constant,Adamax,softmax,200
RNN,None,SGD,tanh,100
RNN,None,SGD,tanh,150
RNN,None,SGD,tanh,200
RNN,None,SGD,relu,100
RNN,None,SGD,relu,150
RNN,None,SGD,relu,200
RNN,None,SGD,sigmoid,100
RNN,None,SGD,sigmoid,150
RNN,None,SGD,sigmoid,200
RNN,None,SGD,softmax,100
RNN,None,SGD,softmax,150
RNN,None,SGD,softmax,200
RNN,None,Adagrad,tanh,100
RNN,None,Adagrad,tanh,150
RNN,None,Adagrad,tanh,200
RNN,None,Adagrad,relu,100
RNN,None,Adagrad,relu,150
RNN,None,Adagrad,relu,200
RNN,None,Adagrad,sigmoid,100
RNN,None,Adagrad,sigmoid,150
RNN,None,Adagrad,sigmoid,200
RNN,None,Adagrad,softmax,100
RNN,None,Adagrad,softmax,150
RNN,None,Adagrad,softmax,200
RNN,None,Adadelta,tanh,100
RNN,None,Adadelta,tanh,150
RNN,None,Adadelta,tanh,200
RNN,None,Adadelta,relu,100
RNN,None,Adadelta,relu,150
RNN,None,Adadelta,relu,200
RNN,None,Adadelta,sigmoid,100
RNN,None,Adadelta,sigmoid,150
RNN,None,Adadelta,sigmoid,200
RNN,None,Adadelta,softmax,100
RNN,None,Adadelta,softmax,150
RNN,None,Adadelta,softmax,200
RNN,None,Adam,tanh,100
RNN,None,Adam,tanh,150
RNN,None,Adam,tanh,200
RNN,None,Adam,relu,100
RNN,None,Adam,relu,150
RNN,None,Adam,relu,200
RNN,None,Adam,sigmoid,100
RNN,None,Adam,sigmoid,150
RNN,None,Adam,sigmoid,200
RNN,None,Adam,softmax,100
RNN,None,Adam,softmax,150
RNN,None,Adam,softmax,200
RNN,None,Adamax,tanh,100
RNN,None,Adamax,tanh,150
RNN,None,Adamax,tanh,200
RNN,None,Adamax,relu,100
RNN,None,Adamax,relu,150
RNN,None,Adamax,relu,200
RNN,None,Adamax,sigmoid,100
RNN,None,Adamax,sigmoid,150
RNN,None,Adamax,sigmoid,200
RNN,None,Adamax,softmax,100
RNN,None,Adamax,softmax,150
RNN,None,Adamax,softmax,200
RNN,Descending,SGD,tanh,100
RNN,Descending,SGD,tanh,150
RNN,Descending,SGD,tanh,200
RNN,Descending,SGD,relu,100
RNN,Descending,SGD,relu,150
RNN,Descending,SGD,relu,200
RNN,Descending,SGD,sigmoid,100
RNN,Descending,SGD,sigmoid,150
RNN,Descending,SGD,sigmoid,200
RNN,Descending,SGD,softmax,100
RNN,Descending,SGD,softmax,150
RNN,Descending,SGD,softmax,200
RNN,Descending,Adagrad,tanh,100
RNN,Descending,Adagrad,tanh,150
RNN,Descending,Adagrad,tanh,200
RNN,Descending,Adagrad,relu,100
RNN,Descending,Adagrad,relu,150
RNN,Descending,Adagrad,relu,200
RNN,Descending,Adagrad,sigmoid,100
RNN,Descending,Adagrad,sigmoid,150
RNN,Descending,Adagrad,sigmoid,200
RNN,Descending,Adagrad,softmax,100
RNN,Descending,Adagrad,softmax,150
RNN,Descending,Adagrad,softmax,200
RNN,Descending,Adadelta,tanh,100
RNN,Descending,Adadelta,tanh,150
RNN,Descending,Adadelta,tanh,200
RNN,Descending,Adadelta,relu,100
RNN,Descending,Adadelta,relu,150
RNN,Descending,Adadelta,relu,200
RNN,Descending,Adadelta,sigmoid,100
RNN,Descending,Adadelta,sigmoid,150
RNN,Descending,Adadelta,sigmoid,200
RNN,Descending,Adadelta,softmax,100
RNN,Descending,Adadelta,softmax,150
RNN,Descending,Adadelta,softmax,200
RNN,Descending,Adam,tanh,100
RNN,Descending,Adam,tanh,150
