NoDropout,SGD,tanh,32,64,same,(3, 3)
NoDropout,SGD,tanh,32,64,same,(4, 4)
NoDropout,SGD,tanh,32,64,same,(5, 5)
NoDropout,SGD,tanh,32,64,valid,(3, 3)
NoDropout,SGD,tanh,32,64,valid,(4, 4)
NoDropout,SGD,tanh,32,64,valid,(5, 5)
NoDropout,SGD,tanh,64,64,same,(3, 3)
NoDropout,SGD,tanh,64,64,same,(4, 4)
NoDropout,SGD,tanh,64,64,same,(5, 5)
NoDropout,SGD,tanh,64,64,valid,(3, 3)
NoDropout,SGD,tanh,64,64,valid,(4, 4)
NoDropout,SGD,tanh,64,64,valid,(5, 5)
NoDropout,SGD,tanh,128,64,same,(3, 3)
NoDropout,SGD,tanh,128,64,same,(4, 4)
NoDropout,SGD,tanh,128,64,same,(5, 5)
NoDropout,SGD,tanh,128,64,valid,(3, 3)
NoDropout,SGD,tanh,128,64,valid,(4, 4)
NoDropout,SGD,tanh,128,64,valid,(5, 5)
NoDropout,SGD,tanh,256,64,same,(3, 3)
NoDropout,SGD,tanh,256,64,same,(4, 4)
NoDropout,SGD,tanh,256,64,same,(5, 5)
NoDropout,SGD,tanh,256,64,valid,(3, 3)
NoDropout,SGD,tanh,256,64,valid,(4, 4)
NoDropout,SGD,tanh,256,64,valid,(5, 5)
NoDropout,SGD,relu,32,64,same,(3, 3)
NoDropout,SGD,relu,32,64,same,(4, 4)
NoDropout,SGD,relu,32,64,same,(5, 5)
NoDropout,SGD,relu,32,64,valid,(3, 3)
NoDropout,SGD,relu,32,64,valid,(4, 4)
NoDropout,SGD,relu,32,64,valid,(5, 5)
NoDropout,SGD,relu,64,64,same,(3, 3)
NoDropout,SGD,relu,64,64,same,(4, 4)
NoDropout,SGD,relu,64,64,same,(5, 5)
NoDropout,SGD,relu,64,64,valid,(3, 3)
NoDropout,SGD,relu,64,64,valid,(4, 4)
NoDropout,SGD,relu,64,64,valid,(5, 5)
NoDropout,SGD,relu,128,64,same,(3, 3)
NoDropout,SGD,relu,128,64,same,(4, 4)
NoDropout,SGD,relu,128,64,same,(5, 5)
NoDropout,SGD,relu,128,64,valid,(3, 3)
NoDropout,SGD,relu,128,64,valid,(4, 4)
NoDropout,SGD,relu,128,64,valid,(5, 5)
NoDropout,SGD,relu,256,64,same,(3, 3)
NoDropout,SGD,relu,256,64,same,(4, 4)
NoDropout,SGD,relu,256,64,same,(5, 5)
NoDropout,SGD,relu,256,64,valid,(3, 3)
NoDropout,SGD,relu,256,64,valid,(4, 4)
NoDropout,SGD,relu,256,64,valid,(5, 5)
NoDropout,SGD,sigmoid,32,64,same,(3, 3)
NoDropout,SGD,sigmoid,32,64,same,(4, 4)
NoDropout,SGD,sigmoid,32,64,same,(5, 5)
NoDropout,SGD,sigmoid,32,64,valid,(3, 3)
NoDropout,SGD,sigmoid,32,64,valid,(4, 4)
NoDropout,SGD,sigmoid,32,64,valid,(5, 5)
NoDropout,SGD,sigmoid,64,64,same,(3, 3)
NoDropout,SGD,sigmoid,64,64,same,(4, 4)
NoDropout,SGD,sigmoid,64,64,same,(5, 5)
NoDropout,SGD,sigmoid,64,64,valid,(3, 3)
NoDropout,SGD,sigmoid,64,64,valid,(4, 4)
NoDropout,SGD,sigmoid,64,64,valid,(5, 5)
NoDropout,SGD,sigmoid,128,64,same,(3, 3)
NoDropout,SGD,sigmoid,128,64,same,(4, 4)
NoDropout,SGD,sigmoid,128,64,same,(5, 5)
NoDropout,SGD,sigmoid,128,64,valid,(3, 3)
NoDropout,SGD,sigmoid,128,64,valid,(4, 4)
NoDropout,SGD,sigmoid,128,64,valid,(5, 5)
NoDropout,SGD,sigmoid,256,64,same,(3, 3)
NoDropout,SGD,sigmoid,256,64,same,(4, 4)
NoDropout,SGD,sigmoid,256,64,same,(5, 5)
NoDropout,SGD,sigmoid,256,64,valid,(3, 3)
NoDropout,SGD,sigmoid,256,64,valid,(4, 4)
NoDropout,SGD,sigmoid,256,64,valid,(5, 5)
NoDropout,Adam,tanh,32,64,same,(3, 3)
NoDropout,Adam,tanh,32,64,same,(4, 4)
NoDropout,Adam,tanh,32,64,same,(5, 5)
NoDropout,Adam,tanh,32,64,valid,(3, 3)
NoDropout,Adam,tanh,32,64,valid,(4, 4)
NoDropout,Adam,tanh,32,64,valid,(5, 5)
NoDropout,Adam,tanh,64,64,same,(3, 3)
NoDropout,Adam,tanh,64,64,same,(4, 4)
NoDropout,Adam,tanh,64,64,same,(5, 5)
NoDropout,Adam,tanh,64,64,valid,(3, 3)
NoDropout,Adam,tanh,64,64,valid,(4, 4)
NoDropout,Adam,tanh,64,64,valid,(5, 5)
NoDropout,Adam,tanh,128,64,same,(3, 3)
NoDropout,Adam,tanh,128,64,same,(4, 4)
NoDropout,Adam,tanh,128,64,same,(5, 5)
NoDropout,Adam,tanh,128,64,valid,(3, 3)
NoDropout,Adam,tanh,128,64,valid,(4, 4)
NoDropout,Adam,tanh,128,64,valid,(5, 5)
NoDropout,Adam,tanh,256,64,same,(3, 3)
NoDropout,Adam,tanh,256,64,same,(4, 4)
NoDropout,Adam,tanh,256,64,same,(5, 5)
NoDropout,Adam,tanh,256,64,valid,(3, 3)
NoDropout,Adam,tanh,256,64,valid,(4, 4)
NoDropout,Adam,tanh,256,64,valid,(5, 5)
NoDropout,Adam,relu,32,64,same,(3, 3)
NoDropout,Adam,relu,32,64,same,(4, 4)
NoDropout,Adam,relu,32,64,same,(5, 5)
NoDropout,Adam,relu,32,64,valid,(3, 3)
NoDropout,Adam,relu,32,64,valid,(4, 4)
NoDropout,Adam,relu,32,64,valid,(5, 5)
NoDropout,Adam,relu,64,64,same,(3, 3)
NoDropout,Adam,relu,64,64,same,(4, 4)
NoDropout,Adam,relu,64,64,same,(5, 5)
NoDropout,Adam,relu,64,64,valid,(3, 3)
NoDropout,Adam,relu,64,64,valid,(4, 4)
NoDropout,Adam,relu,64,64,valid,(5, 5)
NoDropout,Adam,relu,128,64,same,(3, 3)
NoDropout,Adam,relu,128,64,same,(4, 4)
NoDropout,Adam,relu,128,64,same,(5, 5)
NoDropout,Adam,relu,128,64,valid,(3, 3)
NoDropout,Adam,relu,128,64,valid,(4, 4)
NoDropout,Adam,relu,128,64,valid,(5, 5)
NoDropout,Adam,relu,256,64,same,(3, 3)
NoDropout,Adam,relu,256,64,same,(4, 4)
NoDropout,Adam,relu,256,64,same,(5, 5)
NoDropout,Adam,relu,256,64,valid,(3, 3)
NoDropout,Adam,relu,256,64,valid,(4, 4)
NoDropout,Adam,relu,256,64,valid,(5, 5)
NoDropout,Adam,sigmoid,32,64,same,(3, 3)
NoDropout,Adam,sigmoid,32,64,same,(4, 4)
NoDropout,Adam,sigmoid,32,64,same,(5, 5)
NoDropout,Adam,sigmoid,32,64,valid,(3, 3)
NoDropout,Adam,sigmoid,32,64,valid,(4, 4)
NoDropout,Adam,sigmoid,32,64,valid,(5, 5)
NoDropout,Adam,sigmoid,64,64,same,(3, 3)
NoDropout,Adam,sigmoid,64,64,same,(4, 4)
NoDropout,Adam,sigmoid,64,64,same,(5, 5)
NoDropout,Adam,sigmoid,64,64,valid,(3, 3)
NoDropout,Adam,sigmoid,64,64,valid,(4, 4)
NoDropout,Adam,sigmoid,64,64,valid,(5, 5)
NoDropout,Adam,sigmoid,128,64,same,(3, 3)
NoDropout,Adam,sigmoid,128,64,same,(4, 4)
NoDropout,Adam,sigmoid,128,64,same,(5, 5)
